ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,last price,target price,growth estimate,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,as_of
INTC,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Intel Corporation,Hold,0.010326668,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,219138473984.0,,,,,,,,24.0,targeted_current,0.5449399818215863,0.2169209392599655,0.4350670385944544,0.8188224463295284,weak,3.883,4.960196021609379,22.0,46.0,0.0,0.0,0.4742690170878176,0.747867615086309,0.4503471059515718,0.1888129300640599,fringe,,,,,,,,,0,targeted_current,1,0,0,6.3359,review,2,NMS,NMS,True,1000000000.0,2026-03-23
ODFL,{'BE'},seed_peer,BE,,"Old Dominion Freight Line, Inc.",Hold,0.005910133,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,38457384960.0,,,,,,,,12.0,targeted_current,0.2057625479387173,0.1810184499762441,0.2916637331084646,0.1322334117502066,weak,3.967,4.758342637182056,78.0,154.0,0.0,0.0,0.1681136429508909,0.448976263159574,0.5735232380506582,0.1015478239194342,fringe,,,,,,,,,0,targeted_current,1,0,0,5.6913,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
CSX,{'BE'},seed_peer,BE,,CSX Corporation,Buy,0.0109081,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,70979280896.0,,,,,,,,12.0,targeted_current,0.173614741224538,0.0457533744916522,0.1417887472479522,0.2693714185675666,weak,3.7305,4.680489887739796,84.0,141.0,0.0,0.0,0.126860043271816,0.7748809137070853,0.6690823513633866,0.0430674615362748,fringe,,,,,,,,,0,targeted_current,1,0,0,5.6387,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
GWW,{'BE'},seed_peer,BE,,"W.W. Grainger, Inc.",Hold,0.0075856964,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,49360318464.0,,,,,,,,12.0,targeted_current,0.0426389048412826,0.0214695001627225,0.0365289251381082,0.059333586883737,weak,3.8495,4.507108160164444,101.0,151.0,46.0,0.304635761589404,0.0053741762036495,0.1556041333167354,0.6185945275922632,0.01252613669947,fringe,,,,,,,,,0,targeted_current,1,0,0,5.5896,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
JCI,{'BE'},seed_peer,BE,,Johnson Controls International plc,Buy,0.012199889,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,79384977408.0,,,,,,,,12.0,targeted_current,0.327025066004269,0.1144526551742379,0.19561202926486,0.5647243081586937,weak,2.4605,3.945566967281505,48.0,1.0,0.0,0.0,0.2663736438387815,1.1497992905039949,0.690440002392325,0.0851716097435148,fringe,,,,,,,,,0,targeted_current,1,0,0,5.3674,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
WAB,{'BE'},seed_peer,BE,,Westinghouse Air Brake Technologies Corporation,Buy,0.006201936,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,40356151296.0,,,,,,,,12.0,targeted_current,0.2273666106652827,0.1130705182973441,0.2400063224946793,0.2718749450198554,weak,2.6835,4.036382838604755,72.0,27.0,0.0,0.0,0.1817893568710833,1.0878577815518544,0.6900931085309676,0.0740449558102911,fringe,,,,,,,,,0,targeted_current,1,0,0,5.2868,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
CSCO,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Cisco Systems, Inc.",Buy,0.014457742,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,306802491392.0,,,,,,,,24.0,targeted_current,0.1647650463470251,0.0217105463931435,0.1306057248230259,0.2704516178479652,weak,2.2,3.4724302542192045,87.0,0.0,0.0,0.0,0.1176924082375279,0.4840323765816631,0.6994041621885765,0.0463129281767642,fringe,,,,,,,,,0,targeted_current,1,0,0,4.697,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
DAL,{'BE'},seed_peer,BE,,"Delta Air Lines, Inc.",Strong Buy,0.006367673,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,41434611712.0,,,,,,,,12.0,targeted_current,0.1401221406337797,-0.0900746196792853,0.0667563027495583,0.3285863586745337,weak,2.6675,3.5902409001584337,83.0,35.0,0.0,0.0,0.0888034715779979,0.3274945609433675,0.5483932092673749,0.0278416243300143,fringe,,,,,,,,,0,targeted_current,1,0,0,4.6721,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
MSI,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Motorola Solutions, Inc.",Buy,0.0035503719,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,75341152256.0,,,,,,,,24.0,targeted_current,0.0492527247366927,0.2079094712796243,-0.0467811237182842,0.0659581999202039,weak,2.766,3.5849884480488075,105.0,92.0,0.0,0.0,0.012264413808329,0.2172629742417705,0.7788526987308275,0.0404613813505183,fringe,,,,,,,,,0,targeted_current,1,0,0,4.615,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
AME,{'BE'},seed_peer,BE,,"AMETEK, Inc.",Buy,0.007370407,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,47959425024.0,,,,,,,,12.0,targeted_current,0.1262557792714313,0.0473736943964442,0.1095389427834214,0.1824136581969346,weak,2.15,3.3736152811009874,90.0,0.0,0.0,0.0,0.083607861592475,0.5867172364894456,0.620285989937317,0.0399061452309955,fringe,,,,,,,,,0,targeted_current,1,0,0,4.552,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
HEI-A,{'BE'},seed_peer,BE,,HEICO Corporation,Hold,0.0051302826,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,33382881280.0,,,,,,,,12.0,targeted_current,-0.0980146464409155,-0.128469748968814,-0.1736900404372355,-0.0071117011806463,weak,3.285,3.3910972115045226,140.0,160.0,45.0,0.28125,-0.1347725070760876,-0.33133028317001,0.3097453525075374,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,4.5392,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
URI,{'BE'},seed_peer,BE,,"United Rentals, Inc.",Buy,0.0069474615,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,45207310336.0,,,,,,,,12.0,targeted_current,-0.0659838979248954,-0.1035531450772913,-0.2464175614279607,0.1332343891543679,weak,3.771,3.71273248377476,137.0,245.0,19.0,0.0775510204081632,-0.110229618002229,-0.1418452109307805,0.1329691056109945,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,4.4741,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
ROK,{'BE'},seed_peer,BE,,"Rockwell Automation, Inc.",Buy,0.0061358525,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,39926145024.0,,,,,,,,12.0,targeted_current,0.1360993810038802,-0.0883863593933994,0.0187915648348824,0.3656500673715179,weak,2.1,3.135415264874084,91.0,0.0,0.0,0.0,0.0825260073770891,0.4243548195943023,0.5006921081234728,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,4.3102,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
PCAR,{'BE'},seed_peer,BE,,PACCAR Inc,Buy,0.008991976,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,58511015936.0,,,,,,,,12.0,targeted_current,0.0850182352053059,-0.0033144775265697,0.0970223244423027,0.1171805023342469,weak,2.05,3.0876986565943665,93.0,0.0,0.0,0.0,0.0451842804724723,0.3545884831351538,0.5979523767042885,0.0357120509529888,fringe,,,,,,,,,0,targeted_current,1,0,0,4.2432,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
NSC,{'BE'},seed_peer,BE,,Norfolk Southern Corporation,Hold,0.009701045,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,63124951040.0,,,,,,,,12.0,targeted_current,0.0678328170593325,-0.0453078717173365,-0.0056247218730979,0.1978607003800976,weak,1.963,2.978034807718921,101.0,6.0,0.0,0.0,0.0227841970175746,0.3274529587581988,0.6697246795315352,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,4.1454,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
FERG,{'BE'},seed_peer,BE,,Ferguson Enterprises Inc.,Buy,0.006713046,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,43681959936.0,,,,,,,,12.0,targeted_current,0.1018045357255894,-0.0330666775173611,-0.050785338327369,0.3218300164000234,weak,2.0105,3.003387416507631,94.0,1.0,0.0,0.0,0.0502341358339918,0.356077819601619,0.4678123608460519,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,4.1438,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
WCN,{'BE'},seed_peer,BE,,"Waste Connections, Inc.",Strong Buy,0.006387459,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,41563357184.0,,,,,,,,12.0,targeted_current,-0.1034347440210733,-0.0761932026256214,-0.0730859532328259,-0.1474043055070466,weak,2.614,2.768291341287643,140.0,120.0,6.0,0.05,-0.1319286163063769,-0.4123365667316915,0.4661522354794055,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.8494,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
TEL,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,TE Connectivity plc,Buy,0.0027089661,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,57485987840.0,,,,,,,,24.0,targeted_current,0.0664916114505086,-0.1207291335045074,-0.098798957534911,0.3253925529134365,weak,1.95,2.736510301809918,100.0,0.0,0.0,0.0,0.0137197331009592,0.1796348302122692,0.390017169683197,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.8456,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
UNP,{'BE'},seed_peer,BE,,Union Pacific Corporation,Buy,0.021422926,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,139399528448.0,,,,,,,,12.0,targeted_current,0.0224044996957555,-0.0076877894820835,0.0660736863235866,-0.0062185423431558,weak,1.7315,2.6228448473791044,119.0,3.0,0.0,0.0,-0.0115235327360717,0.0977668613760006,0.6569972773269204,0.0092441349715876,fringe,,,,,,,,,0,targeted_current,1,0,0,3.7901,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
ITW,{'BE'},seed_peer,BE,,Illinois Tool Works Inc.,Hold,0.011412799,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,74263371776.0,,,,,,,,12.0,targeted_current,-0.0025367486343299,0.0209191715807344,-0.0224211986198955,0.0056197412437033,weak,1.75,2.5526372540126023,119.0,0.0,0.0,0.0,-0.0376051707291307,-0.0109890495132606,0.6002287566876705,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.6746,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
SNPS,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Synopsys, Inc.",Buy,0.0037942945,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,80517357568.0,,,,,,,,24.0,targeted_current,-0.0908850379798049,-0.0722846347596872,-0.1245339190010019,-0.0665363585686668,weak,2.702,2.642038049940297,139.0,124.0,0.0,0.0,-0.1238475672524211,-0.218726149536485,0.0037300832338272,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.5328,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
MMM,{'BE'},seed_peer,BE,,3M Company,Buy,0.011429192,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,74370039808.0,,,,,,,,12.0,targeted_current,-0.0937682617021198,-0.1293087590644048,-0.091377075327951,-0.0783891993951461,weak,2.0540000000000003,2.394087332959255,137.0,48.0,0.0,0.0,-0.1262569597572586,-0.3129626901731697,0.4533122215987584,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.5042,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
RSG,{'BE'},seed_peer,BE,,"Republic Services, Inc.",Buy,0.010432923,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,67887296512.0,,,,,,,,12.0,targeted_current,-0.0348406454105865,0.0212825753976981,-0.0326849430667681,-0.0650579581585472,weak,1.6,2.2724618801844056,130.0,0.0,0.0,0.0,-0.0664432090663285,-0.2137508532020113,0.5707698003073431,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.4541,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
UPS,{'BE'},seed_peer,BE,,"United Parcel Service, Inc.",Buy,0.012508771,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,81394892800.0,,,,,,,,12.0,targeted_current,-0.0328470858720094,-0.0505150408118957,0.1271016716132891,-0.1839618658873647,weak,1.65,2.327642865862165,121.0,0.0,0.0,0.0,-0.0576337664906319,-0.1231373010376947,0.4252381097702753,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.4446,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
CTAS,{'BE'},seed_peer,BE,,Cintas Corporation,Buy,0.011025272,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,71741726720.0,,,,,,,,12.0,targeted_current,-0.0836999630992371,-0.0428563750256525,-0.1010976829446718,-0.0867240372905947,weak,1.9905,2.2783490954158503,140.0,61.0,0.0,0.0,-0.1152434624792763,-0.4316309072624783,0.3935818256930841,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.3965,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
ADSK,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Autodesk, Inc.",Strong Buy,0.0024774882,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,52573880320.0,,,,,,,,24.0,targeted_current,-0.1539153949018675,-0.1535310630444182,-0.2323241736830296,-0.07569878204943,weak,2.032,2.100928366886775,151.0,84.0,0.0,0.0,-0.1878997967332006,-0.4156801041931207,0.3110472781446249,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.2346,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
IBM,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,International Business Machines Corporation,Buy,0.01069144,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,226879176704.0,,,,,,,,24.0,targeted_current,-0.0923275484151328,-0.2029210126780954,-0.0876603612359964,-0.0416980034627878,weak,1.45,1.9340529104232864,138.0,0.0,0.0,0.0,-0.127146008082846,-0.2050473317222907,0.3359215173721438,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,3.1181,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
LITE,"{'MU', 'WDC', 'LITE'}",industry_top_growth|industry_top_performing|seed_peer,LITE|MU|WDC,,Lumentum Holdings Inc.,Buy,0.0023766197,technology,communication-equipment,,,,,3,3,LITE|MU|WDC,1,0,0,active,0.9164,706.35,677.478,0.5643564356435644,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.8,discovered,1,,,True,1000000000.0,2026-03-23
MU,"{'MU', 'WDC', 'LITE'}",industry_top_growth|industry_top_performing|seed_peer,LITE|MU|WDC,,"Micron Technology, Inc.",Buy,0.022473225,technology,communication-equipment,,,,,3,3,LITE|MU|WDC,1,0,0,active,0.4817,422.88,512.675,5.846153846153847,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.8,discovered,1,,,True,1000000000.0,2026-03-23
VRT,{'BE'},industry_top_growth|industry_top_performing|seed_peer,BE,,Vertiv Holdings Co,Strong Buy,0.015045169,industrials,electrical-equipment-parts,,,,,1,3,BE,1,0,0,active,0.5794,255.88,267.826,0.519774011299435,,,,,,,,,14.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.8,discovered,1,,,True,1000000000.0,2026-03-23
SNOW,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Snowflake Inc.,Strong Buy,0.0027094588,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,57496444928.0,,,,,,,,24.0,targeted_current,-0.1111146951290686,-0.2231725484859342,-0.2435279644736975,0.0773275008939931,weak,1.25,1.4875,140.0,0.0,0.0,0.0,-0.1533700923994375,-0.2110899879331986,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.6656,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
ACN,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Accenture plc,Buy,0.0058443854,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,124021579776.0,,,,,,,,24.0,targeted_current,-0.2733968232846631,-0.26941618825246,-0.1651429641186284,-0.3836409999667991,weak,1.1,1.165,164.0,0.0,0.0,0.0,-0.2921627007138085,-0.6260203240443664,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.4238,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
ADP,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Automatic Data Processing, Inc.",Hold,0.0039774682,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,0,new,,,,,84404404224.0,,,,,,,,24.0,targeted_current,-0.2764884037233337,-0.2138848024944702,-0.28272901293811,-0.301549595122989,weak,1.05,1.0825,167.0,0.0,0.0,0.0,-0.2999793755459013,-1.0651614100221365,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.3619,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
AAPL,"{'MU', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|MU|WDC,VGT,Apple Inc.,Buy,0.17176387,technology,communication-equipment,AAPL,Apple Inc,0.1583723,LITE,4,2,LITE|MU|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
AVGO,"{'MU', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|MU|WDC,VGT,Broadcom Inc.,Strong Buy,0.06937647,technology,communication-equipment,AVGO,Broadcom Inc,0.0434203,LITE,4,2,LITE|MU|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
MSFT,"{'MU', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|MU|WDC,VGT,Microsoft Corporation,Strong Buy,0.13374025,technology,communication-equipment,MSFT,Microsoft Corp,0.10394,LITE,4,2,LITE|MU|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
